from,to,type,name,oneway,length,source_feature
656,646,road,,unknown,1.3769984487421099,320
648,658,road,,unknown,1.3745505079699034,321
658,648,road,,unknown,1.3745505079699034,321
568,660,road,,unknown,1.3793166077907906,322
660,568,road,,unknown,1.3793166077907906,322
77,662,road,,unknown,1.3778359148553816,323
662,77,road,,unknown,1.3778359148553816,323
663,664,road,,unknown,1.3778145606298524,324
664,663,road,,unknown,1.3778145606298524,324
665,666,road,,unknown,1.3746446912983425,325
666,665,road,,unknown,1.3746446912983425,325
667,668,road,,unknown,1.3812914648467072,326
668,667,road,,unknown,1.3812914648467072,326
669,670,road,,unknown,1.3801966713487837,327
670,669,road,,unknown,1.3801966713487837,327
671,672,road,,unknown,1.3720398576727695,328
672,671,road,,unknown,1.3720398576727695,328
247,674,road,,unknown,1.3721842033914524,329
674,247,road,,unknown,1.3721842033914524,329
628,676,road,,unknown,1.3758176282008867,330
676,628,road,,unknown,1.3758176282008867,330
376,678,road,,unknown,1.381360999645043,331
678,376,road,,unknown,1.381360999645043,331
568,680,road,,unknown,1.3777711885517863,332
680,568,road,,unknown,1.3777711885517863,332
681,682,road,,unknown,1.3777349755852053,333
682,681,road,,unknown,1.3777349755852053,333
115,684,road,,unknown,1.3756530200956734,334
684,115,road,,unknown,1.3756530200956734,334
398,686,road,,unknown,1.380059355972821,335
686,398,road,,unknown,1.380059355972821,335
428,688,road,,unknown,1.3740388855563734,336
688,428,road,,unknown,1.3740388855563734,336
689,690,road,,unknown,1.3748069610804772,337
690,689,road,,unknown,1.3748069610804772,337
691,692,road,,unknown,1.3724161688712784,338
692,691,road,,unknown,1.3724161688712784,338
199,694,road,,unknown,1.379626268949114,339
694,199,road,,unknown,1.379626268949114,339
199,696,road,,unknown,1.3784225456696255,340
696,199,road,,unknown,1.3784225456696255,340
205,698,road,,unknown,1.3809256383285622,341
698,205,road,,unknown,1.3809256383285622,341
197,700,road,,unknown,1.3814263609716098,342
700,197,road,,unknown,1.3814263609716098,342
691,702,road,,unknown,1.3737557645923826,343
702,691,road,,unknown,1.3737557645923826,343
257,704,road,,unknown,1.3737555800527101,344
704,257,road,,unknown,1.3737555800527101,344
705,706,road,,unknown,1.3734631457420319,345
706,705,road,,unknown,1.3734631457420319,345
382,708,road,,unknown,1.3799714031394554,346
708,382,road,,unknown,1.3799714031394554,346
709,710,road,,unknown,1.3754819096506923,347
710,709,road,,unknown,1.3754819096506923,347
534,712,road,,unknown,1.3793627265882513,348
712,534,road,,unknown,1.3793627265882513,348
195,714,road,,unknown,1.3734501598356437,349
714,195,road,,unknown,1.3734501598356437,349
554,716,road,,unknown,1.3734167904915706,350
716,554,road,,unknown,1.3734167904915706,350
263,718,road,,unknown,1.3719432916304302,351
718,263,road,,unknown,1.3719432916304302,351
247,720,road,,unknown,1.3720063796148936,352
720,247,road,,unknown,1.3720063796148936,352
721,722,road,,unknown,1.37159626588775,353
722,721,road,,unknown,1.37159626588775,353
723,724,road,,unknown,1.379641091609729,354
724,723,road,,unknown,1.379641091609729,354
508,726,road,,unknown,1.37962508068841,355
726,508,road,,unknown,1.37962508068841,355
91,728,road,,unknown,1.3796351386793988,356
728,91,road,,unknown,1.3796351386793988,356
729,730,road,,unknown,1.379065722032365,357
730,729,road,,unknown,1.379065722032365,357
731,732,road,,unknown,1.3794438553457176,358
732,731,road,,unknown,1.3794438553457176,358
301,734,road,,unknown,1.3764885715641049,359
734,301,road,,unknown,1.3764885715641049,359
25,736,road,,unknown,1.3735948740454413,360
736,25,road,,unknown,1.3735948740454413,360
17,738,road,,unknown,1.3740850293870273,361
738,17,road,,unknown,1.3740850293870273,361
739,740,road,,unknown,1.3739023318856267,362
740,739,road,,unknown,1.3739023318856267,362
741,742,road,,unknown,1.3782710914006742,363
742,741,road,,unknown,1.3782710914006742,363
743,744,road,,unknown,1.3770602525836335,364
744,743,road,,unknown,1.3770602525836335,364
745,746,road,,unknown,1.3803779206793525,365
746,745,road,,unknown,1.3803779206793525,365
741,748,road,,unknown,1.3804079114401406,366
748,741,road,,unknown,1.3804079114401406,366
749,750,road,,unknown,1.3788997566542416,367
750,749,road,,unknown,1.3788997566542416,367
751,752,road,,unknown,1.380518118186204,368
752,751,road,,unknown,1.380518118186204,368
663,754,road,,unknown,1.37793660442968,369
754,663,road,,unknown,1.37793660442968,369
755,756,road,,unknown,1.3783617138419497,370
756,755,road,,unknown,1.3783617138419497,370
757,758,road,,unknown,1.3774269773309087,371
758,757,road,,unknown,1.3774269773309087,371
759,760,road,,unknown,1.3719349804158487,372
760,759,road,,unknown,1.3719349804158487,372
755,762,road,,unknown,1.3788587634909486,373
762,755,road,,unknown,1.3788587634909486,373
763,764,road,,unknown,1.3776362899198114,374
764,763,road,,unknown,1.3776362899198114,374
765,766,road,,unknown,1.3766901407507621,375
766,765,road,,unknown,1.3766901407507621,375
757,768,road,,unknown,1.373805430129161,376
768,757,road,,unknown,1.373805430129161,376
763,770,road,,unknown,1.3777939515240523,377
770,763,road,,unknown,1.3777939515240523,377
759,772,road,,unknown,1.3781856804968382,378
772,759,road,,unknown,1.3781856804968382,378
759,774,road,,unknown,1.3788954139345808,379
774,759,road,,unknown,1.3788954139345808,379
775,776,road,,unknown,1.3799057198795248,380
776,775,road,,unknown,1.3799057198795248,380
285,778,road,,unknown,1.3758933921719523,381
778,285,road,,unknown,1.3758933921719523,381
779,780,road,,unknown,1.3795563128088577,382
780,779,road,,unknown,1.3795563128088577,382
775,782,road,,unknown,1.3786967945296396,383
782,775,road,,unknown,1.3786967945296396,383
779,784,road,,unknown,1.376767980523286,384
784,779,road,,unknown,1.376767980523286,384
785,786,road,,unknown,1.375169637642897,385
786,785,road,,unknown,1.375169637642897,385
667,788,road,,unknown,1.3734629445348128,386
788,667,road,,unknown,1.3734629445348128,386
789,790,road,,unknown,1.3770260488823485,387
790,789,road,,unknown,1.3770260488823485,387
293,792,road,,unknown,1.3771699495450602,388
792,293,road,,unknown,1.3771699495450602,388
793,794,road,,unknown,1.3808842468001972,389
794,793,road,,unknown,1.3808842468001972,389
795,796,road,,unknown,1.3808926972447164,390
796,795,road,,unknown,1.3808926972447164,390
797,798,road,,unknown,1.3762959056925608,391
798,797,road,,unknown,1.3762959056925608,391
721,800,road,,unknown,1.3763903778295699,392
800,721,road,,unknown,1.3763903778295699,392
81,802,road,,unknown,1.3793307962520793,393
802,81,road,,unknown,1.3793307962520793,393
83,804,road,,unknown,1.3783678893328533,394
804,83,road,,unknown,1.3783678893328533,394
669,806,road,,unknown,1.376892627221963,395
806,669,road,,unknown,1.376892627221963,395
620,808,road,,unknown,1.3794593195276483,396
808,620,road,,unknown,1.3794593195276483,396
809,810,road,,unknown,1.379508744626419,397
810,809,road,,unknown,1.379508744626419,397
811,812,road,,unknown,1.3794573874277274,398
812,811,road,,unknown,1.3794573874277274,398
813,814,road,,unknown,1.3793607756089594,399
814,813,road,,unknown,1.3793607756089594,399
815,816,road,,unknown,1.376585648051421,400
816,815,road,,unknown,1.376585648051421,400
817,818,road,,unknown,1.376637577065763,401
818,817,road,,unknown,1.376637577065763,401
819,820,road,,unknown,1.3765222265146122,402
820,819,road,,unknown,1.3765222265146122,402
821,822,road,,unknown,1.3765609930663325,403
822,821,road,,unknown,1.3765609930663325,403
813,824,road,,unknown,1.380171323569023,404
824,813,road,,unknown,1.380171323569023,404
811,826,road,,unknown,1.3809601981632087,405
826,811,road,,unknown,1.3809601981632087,405
827,828,road,,unknown,1.3792047958675662,406
828,827,road,,unknown,1.3792047958675662,406
486,830,road,,unknown,1.3780159799797054,407
830,486,road,,unknown,1.3780159799797054,407
482,832,road,,unknown,1.3781833158826078,408
832,482,road,,unknown,1.3781833158826078,408
480,834,road,,unknown,1.3779090695578453,409
834,480,road,,unknown,1.3779090695578453,409
478,836,road,,unknown,1.3760454713838925,410
836,478,road,,unknown,1.3760454713838925,410
837,838,road,,unknown,1.3752140201351333,411
838,837,road,,unknown,1.3752140201351333,411
476,840,road,,unknown,1.3761360684577846,412
840,476,road,,unknown,1.3761360684577846,412
39,842,road,,unknown,1.3764573293735345,413
842,39,road,,unknown,1.3764573293735345,413
843,844,road,,unknown,1.3761733366478248,414
844,843,road,,unknown,1.3761733366478248,414
845,846,road,,unknown,1.3752929053466125,415
846,845,road,,unknown,1.3752929053466125,415
87,848,road,,unknown,1.376148463755323,416
848,87,road,,unknown,1.376148463755323,416
849,850,road,,unknown,1.3754691274073032,417
850,849,road,,unknown,1.3754691274073032,417
851,852,road,,unknown,1.38014300784121,418
852,851,road,,unknown,1.38014300784121,418
137,854,road,,unknown,1.3758603827432019,419
854,137,road,,unknown,1.3758603827432019,419
61,856,road,,unknown,1.374480930568335,420
856,61,road,,unknown,1.374480930568335,420
857,858,road,,unknown,1.372100339846654,421
858,857,road,,unknown,1.372100339846654,421
119,860,road,,unknown,1.377490593754833,422
860,119,road,,unknown,1.377490593754833,422
861,862,road,,unknown,1.3775911560790837,423
862,861,road,,unknown,1.3775911560790837,423
530,864,road,,unknown,1.377785854429384,424
864,530,road,,unknown,1.377785854429384,424
709,866,road,,unknown,1.377719712958623,425
866,709,road,,unknown,1.377719712958623,425
653,868,road,,unknown,1.3793906410640109,426
868,653,road,,unknown,1.3793906410640109,426
327,870,road,,unknown,1.3784554688516086,427
870,327,road,,unknown,1.3784554688516086,427
871,872,road,,unknown,1.378321894179101,428
872,871,road,,unknown,1.378321894179101,428
873,5,road,,unknown,1.3446408906336125,429
5,873,road,,unknown,1.3446408906336125,429
5,876,road,,unknown,1.3744489149169572,430
876,5,road,,unknown,1.3744489149169572,430
9,878,road,,unknown,1.3752288271177715,431
878,9,road,,unknown,1.3752288271177715,431
879,880,road,,unknown,1.378160183834943,432
880,879,road,,unknown,1.378160183834943,432
881,882,road,,unknown,1.3779550847753115,433
882,881,road,,unknown,1.3779550847753115,433
47,884,road,,unknown,1.3781748582154705,434
884,47,road,,unknown,1.3781748582154705,434
885,886,road,,unknown,1.3779377443690033,435
886,885,road,,unknown,1.3779377443690033,435
291,888,road,,unknown,1.3781464626367865,436
888,291,road,,unknown,1.3781464626367865,436
490,890,road,,unknown,1.3781683032640422,437
890,490,road,,unknown,1.3781683032640422,437
891,892,road,,unknown,1.3755148175873742,438
892,891,road,,unknown,1.3755148175873742,438
893,894,road,,unknown,1.3749324347913967,439
894,893,road,,unknown,1.3749324347913967,439
895,896,road,,unknown,1.3777271523212327,440
896,895,road,,unknown,1.3777271523212327,440
897,898,road,,unknown,1.3777115456803108,441
898,897,road,,unknown,1.3777115456803108,441
899,900,road,,unknown,1.37813554557623,442
900,899,road,,unknown,1.37813554557623,442
97,902,road,,unknown,1.3777148793178189,443
902,97,road,,unknown,1.3777148793178189,443
895,904,road,,unknown,1.3806203009708973,444
904,895,road,,unknown,1.3806203009708973,444
905,906,road,,unknown,1.3767995985676804,445
906,905,road,,unknown,1.3767995985676804,445
269,908,road,,unknown,1.3775440111302875,446
908,269,road,,unknown,1.3775440111302875,446
793,910,road,,unknown,1.3773579315172948,447
910,793,road,,unknown,1.3773579315172948,447
911,912,road,,unknown,1.3772357315173642,448
912,911,road,,unknown,1.3772357315173642,448
518,914,road,,unknown,1.1700873117716928,449
914,518,road,,unknown,1.1700873117716928,449
915,916,road,,unknown,0.48088728500496153,450
916,915,road,,unknown,0.48088728500496153,450
916,918,road,,unknown,1.3715483424146266,451
918,916,road,,unknown,1.3715483424146266,451
919,921,road,,unknown,1.3806993705884978,452
921,919,road,,unknown,1.3806993705884978,452
916,923,road,,unknown,1.3806639647742798,453
923,916,road,,unknown,1.3806639647742798,453
819,925,road,,unknown,1.2429038517356283,454
925,819,road,,unknown,1.2429038517356283,454
926,928,road,,unknown,1.3771590955573607,455
928,926,road,,unknown,1.3771590955573607,455
418,930,road,,unknown,1.3790874126366712,456
930,418,road,,unknown,1.3790874126366712,456
931,932,road,,unknown,0.5067922772196659,457
932,931,road,,unknown,0.5067922772196659,457
931,934,road,,unknown,1.376998587703479,458
934,931,road,,unknown,1.376998587703479,458
809,936,road,,unknown,1.3800949554581128,459
936,809,road,,unknown,1.3800949554581128,459
937,939,road,,unknown,1.3827202510510224,460
939,937,road,,unknown,1.3827202510510224,460
789,941,road,,unknown,1.3777778292648541,461
941,789,road,,unknown,1.3777778292648541,461
123,943,road,,unknown,1.3810121471428567,462
943,123,road,,unknown,1.3810121471428567,462
2,945,road,,unknown,11.41822631746988,463
945,2,road,,unknown,11.41822631746988,463
945,3,road,,unknown,1.3791210582490305,464
3,945,road,,unknown,1.3791210582490305,464
4,950,road,,unknown,21.20319722807299,465
950,4,road,,unknown,21.20319722807299,465
950,5,road,,unknown,1.3751902812066883,466
5,950,road,,unknown,1.3751902812066883,466
6,954,road,,unknown,2.625406751376712,467
954,6,road,,unknown,2.625406751376712,467
954,177,road,,unknown,1.3788770057114668,468
177,954,road,,unknown,1.3788770057114668,468
8,958,road,,unknown,2.5284036110423225,469
958,8,road,,unknown,2.5284036110423225,469
958,9,road,,unknown,1.3760345656116937,470
9,958,road,,unknown,1.3760345656116937,470
10,963,road,,unknown,21.423707476214656,471
963,10,road,,unknown,21.423707476214656,471
963,11,road,,unknown,1.3759718601563509,472
11,963,road,,unknown,1.3759718601563509,472
12,967,road,,unknown,5.249151853994973,473
967,12,road,,unknown,5.249151853994973,473
967,13,road,,unknown,1.3763058886678299,474
13,967,road,,unknown,1.3763058886678299,474
14,971,road,,unknown,4.5917356820521835,475
971,14,road,,unknown,4.5917356820521835,475
971,352,road,,unknown,1.3769105262517671,476
352,971,road,,unknown,1.3769105262517671,476
16,975,road,,unknown,15.622045209513317,477
975,16,road,,unknown,15.622045209513317,477
975,17,road,,unknown,1.3745504815827292,478
17,975,road,,unknown,1.3745504815827292,478
18,979,road,,unknown,0.9713021187144325,479
979,18,road,,unknown,0.9713021187144325,479
979,19,road,,unknown,1.3764520279323322,480
19,979,road,,unknown,1.3764520279323322,480
20,983,road,,unknown,7.22929902131838,481
983,20,road,,unknown,7.22929902131838,481
983,21,road,,unknown,1.376317306655231,482
21,983,road,,unknown,1.376317306655231,482
22,987,road,,unknown,8.304070924277537,483
987,22,road,,unknown,8.304070924277537,483
987,23,road,,unknown,1.378656808606139,484
23,987,road,,unknown,1.378656808606139,484
24,991,road,,unknown,1.0805540404409508,485
991,24,road,,unknown,1.0805540404409508,485
991,25,road,,unknown,1.378975111505033,486
25,991,road,,unknown,1.378975111505033,486
26,995,road,,unknown,5.910499190114687,487
995,26,road,,unknown,5.910499190114687,487
995,27,road,,unknown,1.3789579237637988,488
27,995,road,,unknown,1.3789579237637988,488
28,999,road,,unknown,5.7336379200586975,489
999,28,road,,unknown,5.7336379200586975,489
999,170,road,,unknown,1.3810866949296474,490
170,999,road,,unknown,1.3810866949296474,490
30,1003,road,,unknown,96.12873344691529,491
1003,30,road,,unknown,96.12873344691529,491
1003,31,road,,unknown,1.3776525548306526,492
31,1003,road,,unknown,1.3776525548306526,492
32,1008,road,,unknown,74.57371515853004,493
1008,32,road,,unknown,74.57371515853004,493
1008,33,road,,unknown,1.3814179712668444,494
33,1008,road,,unknown,1.3814179712668444,494
34,1012,road,,unknown,17.03916757437188,495
1012,34,road,,unknown,17.03916757437188,495
1012,35,road,,unknown,1.3784847872889765,496
35,1012,road,,unknown,1.3784847872889765,496
36,1016,road,,unknown,24.11822208764515,497
1016,36,road,,unknown,24.11822208764515,497
1016,171,road,,unknown,1.380026607030914,498
171,1016,road,,unknown,1.380026607030914,498
38,1020,road,,unknown,4.037795764990518,499
1020,38,road,,unknown,4.037795764990518,499
1021,1022,road,,unknown,3.765549339290498,500
1022,1021,road,,unknown,3.765549339290498,500
1022,37,road,,unknown,1.3803220213588854,501
37,1022,road,,unknown,1.3803220213588854,501
40,1027,road,,unknown,10.175888944551469,502
1027,40,road,,unknown,10.175888944551469,502
1027,41,road,,unknown,1.3788961748682067,503
41,1027,road,,unknown,1.3788961748682067,503
42,1031,road,,unknown,2.050305323138824,504
1031,42,road,,unknown,2.050305323138824,504
1031,43,road,,unknown,1.3773372206423338,505
43,1031,road,,unknown,1.3773372206423338,505
44,1036,road,,unknown,64.25523941638866,506
1036,44,road,,unknown,64.25523941638866,506
1036,45,road,,unknown,1.3740915926870183,507
45,1036,road,,unknown,1.3740915926870183,507
46,1040,road,,unknown,9.597029058957945,508
1040,46,road,,unknown,9.597029058957945,508
1040,47,road,,unknown,1.3785297808248869,509
47,1040,road,,unknown,1.3785297808248869,509
48,1044,road,,unknown,41.17631956188211,510
1044,48,road,,unknown,41.17631956188211,510
1044,49,road,,unknown,1.3785605635742586,511
49,1044,road,,unknown,1.3785605635742586,511
50,1048,road,,unknown,22.17677620332607,512
1048,50,road,,unknown,22.17677620332607,512
1048,51,road,,unknown,1.378509072719704,513
51,1048,road,,unknown,1.378509072719704,513
52,1056,road,,unknown,38.72498967765047,514
1056,52,road,,unknown,38.72498967765047,514
1056,53,road,,unknown,1.3730845071378754,515
53,1056,road,,unknown,1.3730845071378754,515
54,1060,road,,unknown,2.353415318010081,516
1060,54,road,,unknown,2.353415318010081,516
1060,338,road,,unknown,1.3717409701344951,517
338,1060,road,,unknown,1.3717409701344951,517
56,1065,road,,unknown,22.60019047578805,518
1065,56,road,,unknown,22.60019047578805,518
1065,57,road,,unknown,1.3745246956300388,519
57,1065,road,,unknown,1.3745246956300388,519
58,1076,road,,unknown,126.17564049177203,520
1076,58,road,,unknown,126.17564049177203,520
1076,311,road,,unknown,1.375930814043682,521
311,1076,road,,unknown,1.375930814043682,521
1079,1081,road,,unknown,100.89381629866449,522
1081,1079,road,,unknown,100.89381629866449,522
1081,245,road,,unknown,1.3797507802909004,523
245,1081,road,,unknown,1.3797507802909004,523
60,1088,road,,unknown,113.13045016192089,524
1088,60,road,,unknown,113.13045016192089,524
62,1090,road,,unknown,6.080130280886775,525
1090,62,road,,unknown,6.080130280886775,525
1090,19,road,,unknown,1.3736402425130112,526
19,1090,road,,unknown,1.3736402425130112,526
64,1094,road,,unknown,5.446817403044208,527
1094,64,road,,unknown,5.446817403044208,527
1094,23,road,,unknown,1.3736586135696487,528
23,1094,road,,unknown,1.3736586135696487,528
66,1098,road,,unknown,3.712476226045476,529
1098,66,road,,unknown,3.712476226045476,529
1098,729,road,,unknown,1.373650555672844,530
729,1098,road,,unknown,1.373650555672844,530
68,1110,road,,unknown,262.550328557988,531
1110,68,road,,unknown,262.550328557988,531
1110,69,road,,unknown,1.380620110204474,532
69,1110,road,,unknown,1.380620110204474,532
70,1116,road,,unknown,44.88389441275082,533
1116,70,road,,unknown,44.88389441275082,533
1116,71,road,,unknown,1.3776100540945553,534
71,1116,road,,unknown,1.3776100540945553,534
72,1120,road,,unknown,50.79668503416283,535
1120,72,road,,unknown,50.79668503416283,535
74,1122,road,,unknown,16.56308668906882,536
1122,74,road,,unknown,16.56308668906882,536
76,1124,road,,unknown,43.4067900580094,537
1124,76,road,,unknown,43.4067900580094,537
1124,77,road,,unknown,1.3802031486287247,538
77,1124,road,,unknown,1.3802031486287247,538
78,1128,road,,unknown,59.18919219592201,539
1128,78,road,,unknown,59.18919219592201,539
1128,1130,road,,unknown,1.3810211815089468,540
1130,1128,road,,unknown,1.3810211815089468,540
80,1132,road,,unknown,13.114947172666682,541
1132,80,road,,unknown,13.114947172666682,541
1132,81,road,,unknown,1.3802224016439086,542
81,1132,road,,unknown,1.3802224016439086,542
82,1136,road,,unknown,18.748092740595855,543
1136,82,road,,unknown,18.748092740595855,543
1136,83,road,,unknown,1.3803897777956746,544
83,1136,road,,unknown,1.3803897777956746,544
84,1140,road,,unknown,12.388025710920896,545
1140,84,road,,unknown,12.388025710920896,545
1140,669,road,,unknown,1.380291787216337,546
669,1140,road,,unknown,1.380291787216337,546
1143,1144,road,,unknown,53.8412324079593,547
1144,1143,road,,unknown,53.8412324079593,547
1144,85,road,,unknown,1.377658827621568,548
85,1144,road,,unknown,1.377658827621568,548
86,1149,road,,unknown,45.8983656902719,549
1149,86,road,,unknown,45.8983656902719,549
1149,87,road,,unknown,1.379303962789205,550
87,1149,road,,unknown,1.379303962789205,550
88,1153,road,,unknown,12.291334157045677,551
1153,88,road,,unknown,12.291334157045677,551
1153,33,road,,unknown,1.3769850705044588,552
33,1153,road,,unknown,1.3769850705044588,552
90,1158,road,,unknown,3.679961882107472,553
1158,90,road,,unknown,3.679961882107472,553
1158,91,road,,unknown,1.3761074222363339,554
91,1158,road,,unknown,1.3761074222363339,554
92,1162,road,,unknown,1.1885847108648253,555
1162,92,road,,unknown,1.1885847108648253,555
1162,129,road,,unknown,1.3769714627054028,556
129,1162,road,,unknown,1.3769714627054028,556
94,1166,road,,unknown,57.40673354883513,557
1166,94,road,,unknown,57.40673354883513,557
96,1168,road,,unknown,9.922593550281501,558
1168,96,road,,unknown,9.922593550281501,558
1168,97,road,,unknown,1.3763433244064132,559
97,1168,road,,unknown,1.3763433244064132,559
98,1172,road,,unknown,0.8746849290594834,560
1172,98,road,,unknown,0.8746849290594834,560
1172,99,road,,unknown,1.3764309849287488,561
99,1172,road,,unknown,1.3764309849287488,561
100,1176,road,,unknown,1.8851200471540666,562
1176,100,road,,unknown,1.8851200471540666,562
1176,101,road,,unknown,1.3809495770585236,563
101,1176,road,,unknown,1.3809495770585236,563
102,1180,road,,unknown,25.6825527361541,564
1180,102,road,,unknown,25.6825527361541,564
1180,103,road,,unknown,1.3810788046684888,565
103,1180,road,,unknown,1.3810788046684888,565
104,1184,road,,unknown,25.73951051470742,566
1184,104,road,,unknown,25.73951051470742,566
1184,105,road,,unknown,1.3810775998879148,567
105,1184,road,,unknown,1.3810775998879148,567
106,1189,road,,unknown,25.53218008350406,568
1189,106,road,,unknown,25.53218008350406,568
1189,107,road,,unknown,1.380321279326739,569
107,1189,road,,unknown,1.380321279326739,569
108,1193,road,,unknown,25.58404329402552,570
1193,108,road,,unknown,25.58404329402552,570
1193,502,road,,unknown,1.3803793986182293,571
502,1193,road,,unknown,1.3803793986182293,571
110,1199,road,,unknown,13.293569662049967,572
1199,110,road,,unknown,13.293569662049967,572
1199,111,road,,unknown,1.3819989636165109,573
111,1199,road,,unknown,1.3819989636165109,573
112,1203,road,,unknown,134.27884665432376,574
1203,112,road,,unknown,134.27884665432376,574
1203,113,road,,unknown,1.3778597910386263,575
113,1203,road,,unknown,1.3778597910386263,575
114,1208,road,,unknown,39.38500613959089,576
1208,114,road,,unknown,39.38500613959089,576
1208,181,road,,unknown,1.373564066161518,577
181,1208,road,,unknown,1.373564066161518,577
116,1212,road,,unknown,7.42447251694058,578
1212,116,road,,unknown,7.42447251694058,578
1212,117,road,,unknown,1.3766329261641421,579
117,1212,road,,unknown,1.3766329261641421,579
118,1217,road,,unknown,17.013671773828296,580
1217,118,road,,unknown,17.013671773828296,580
1217,119,road,,unknown,1.3802277458189613,581
119,1217,road,,unknown,1.3802277458189613,581
120,1227,road,,unknown,97.05069161665088,582
1227,120,road,,unknown,97.05069161665088,582
1227,689,road,,unknown,1.3775942600490367,583
689,1227,road,,unknown,1.3775942600490367,583
122,1231,road,,unknown,10.234961273437706,584
1231,122,road,,unknown,10.234961273437706,584
1231,183,road,,unknown,1.374342879530781,585
183,1231,road,,unknown,1.374342879530781,585
124,1235,road,,unknown,28.325946632832874,586
1235,124,road,,unknown,28.325946632832874,586
1235,1237,road,,unknown,1.3794739078898144,587
1237,1235,road,,unknown,1.3794739078898144,587
1238,1242,road,,unknown,71.66972630251041,588
1242,1238,road,,unknown,71.66972630251041,588
1242,125,road,,unknown,1.3796866241000991,589
125,1242,road,,unknown,1.3796866241000991,589
126,1246,road,,unknown,14.436538084460956,590
1246,126,road,,unknown,14.436538084460956,590
1246,85,road,,unknown,1.3806152056716594,591
85,1246,road,,unknown,1.3806152056716594,591
128,1250,road,,unknown,18.64716676329629,592
1250,128,road,,unknown,18.64716676329629,592
1250,1252,road,,unknown,1.3782959713806737,593
1252,1250,road,,unknown,1.3782959713806737,593
130,1254,road,,unknown,34.7532714130041,594
1254,130,road,,unknown,34.7532714130041,594
1254,93,road,,unknown,1.379033637375467,595
93,1254,road,,unknown,1.379033637375467,595
132,1258,road,,unknown,21.335565504602176,596
1258,132,road,,unknown,21.335565504602176,596
1258,133,road,,unknown,1.3753029286226488,597
133,1258,road,,unknown,1.3753029286226488,597
134,1262,road,,unknown,22.044283854388702,598
1262,134,road,,unknown,22.044283854388702,598
1262,1264,road,,unknown,1.3736002048201665,599
1264,1262,road,,unknown,1.3736002048201665,599
136,1266,road,,unknown,9.457388882467612,600
1266,136,road,,unknown,9.457388882467612,600
1266,137,road,,unknown,1.373288796227827,601
137,1266,road,,unknown,1.373288796227827,601
138,1272,road,,unknown,99.38860781502724,602
1272,138,road,,unknown,99.38860781502724,602
1272,1274,road,,unknown,1.379153826814259,603
1274,1272,road,,unknown,1.379153826814259,603
140,1276,road,,unknown,20.863709231094138,604
1276,140,road,,unknown,20.863709231094138,604
1276,141,road,,unknown,1.3735154399740483,605
141,1276,road,,unknown,1.3735154399740483,605
142,1283,road,,unknown,67.3963691322075,606
1283,142,road,,unknown,67.3963691322075,606
1283,1285,road,,unknown,1.3760352525506248,607
1285,1283,road,,unknown,1.3760352525506248,607
144,1287,road,,unknown,19.89364050872727,608
1287,144,road,,unknown,19.89364050872727,608
1287,145,road,,unknown,1.3726712640462904,609
145,1287,road,,unknown,1.3726712640462904,609
146,1291,road,,unknown,28.37683291209239,610
1291,146,road,,unknown,28.37683291209239,610
1291,1293,road,,unknown,1.3761659810892903,611
1293,1291,road,,unknown,1.3761659810892903,611
1294,1295,road,,unknown,105.70157816150905,612
1295,1294,road,,unknown,105.70157816150905,612
1295,261,road,,unknown,1.3827872817039724,613
261,1295,road,,unknown,1.3827872817039724,613
148,1299,road,,unknown,38.59520940673565,614
1299,148,road,,unknown,38.59520940673565,614
1299,77,road,,unknown,1.3796982836407468,615
77,1299,road,,unknown,1.3796982836407468,615
150,1304,road,,unknown,99.04109171959325,616
1304,150,road,,unknown,99.04109171959325,616
1304,151,road,,unknown,1.3789980676417966,617
151,1304,road,,unknown,1.3789980676417966,617
152,1310,road,,unknown,43.528238554487686,618
1310,152,road,,unknown,43.528238554487686,618
1310,153,road,,unknown,1.3787389134468766,619
153,1310,road,,unknown,1.3787389134468766,619
154,1314,road,,unknown,40.367442155464964,620
1314,154,road,,unknown,40.367442155464964,620
1314,155,road,,unknown,1.3781172421783734,621
155,1314,road,,unknown,1.3781172421783734,621
156,1318,road,,unknown,9.50989640000982,622
1318,156,road,,unknown,9.50989640000982,622
1318,157,road,,unknown,1.3777661678953048,623
157,1318,road,,unknown,1.3777661678953048,623
158,1322,road,,unknown,9.244045419272435,624
1322,158,road,,unknown,9.244045419272435,624
1322,159,road,,unknown,1.3809911568898399,625
159,1322,road,,unknown,1.3809911568898399,625
160,1326,road,,unknown,38.95795687318667,626
1326,160,road,,unknown,38.95795687318667,626
1326,161,road,,unknown,1.3791222756649033,627
161,1326,road,,unknown,1.3791222756649033,627
162,1330,road,,unknown,26.58873559798111,628
1330,162,road,,unknown,26.58873559798111,628
164,1332,road,,unknown,52.1869293094063,629
1332,164,road,,unknown,52.1869293094063,629
1332,630,road,,unknown,1.3722851914775072,630
630,1332,road,,unknown,1.3722851914775072,630
166,1338,road,,unknown,56.34008163615078,631
1338,166,road,,unknown,56.34008163615078,631
1338,163,road,,unknown,1.3722472973264201,632
163,1338,road,,unknown,1.3722472973264201,632
172,1342,road,,unknown,20.70919710609782,633
1342,172,road,,unknown,20.70919710609782,633
1342,37,road,,unknown,1.3776145093619603,634
37,1342,road,,unknown,1.3776145093619603,634
1345,1346,road,,unknown,68.43985454209493,635
1346,1345,road,,unknown,68.43985454209493,635
1346,173,road,,unknown,1.3800192815879153,636
